신고/허가번호,업소명,업종,업태,소재지(지번),소재지(도로명),전화번호,신고/허가일,영업장면적-조리장(㎡),영업장면적-객실(㎡),영업장면적-객석(㎡),영업장면적-갱의실(㎡),영업장면적-무도장(㎡),영업장면적-기타(㎡),화장실(업소내)(㎡),면적_작업장(㎡),면적_검사실(㎡),영업장면적_취식장(㎡),사무실면적(㎡),영업장진열판매면적(㎡),영업장창고보관면적(㎡)
20110149239,썬더치킨(명지1호점),일반음식점,통닭(치킨),"부산광역시 강서구 명지동 3239번지 14호 광명빌딩-101,102","부산광역시 강서구 명지오션시티5로 10, (명지동, 광명빌딩 101호, 102호)",,2011-11-29,16.1,0,34.79,0,0,2.99,0,0,0,0,0,0,0
20110149260,군닭25 가락점,일반음식점,통닭(치킨),부산광역시 강서구 죽림동 590번지 1동 일부,"부산광역시 강서구 호계로 8, (죽림동, 1동 일부)",051-973-9225,2011-12-19,,,,,,30.78,,0,0,0,0,0,0
20110149264,치킨매니아,일반음식점,통닭(치킨),부산광역시 강서구 명지동 3231번지 222 링컨타운상가-213,"부산광역시 강서구 명지오션시티10로 16, (명지동)",,2011-12-23,15.48,14.9,0,0,0,0,,0,0,0,0,0,0
20120149032,굽는치킨,일반음식점,통닭(치킨),부산광역시 강서구 화전동 564번지 2호,"부산광역시 강서구 화전산단4로6번길 8, (화전동)",,2012-02-10,4.32,0,42.86,0,0,1.08,1.08,0,0,0,0,0,0
20120149113,교촌치킨명지신도시점,일반음식점,통닭(치킨),부산광역시 강서구 명지동 3231번지 퀸덤1차상가208호,"부산광역시 강서구 명지오션시티10로 16, (명지동, 퀸덤1차상가208호)",051-271-7725,2012-05-17,20.96,,6.24,,,,,0,0,0,0,0,0
20120149176,오복통닭,일반음식점,통닭(치킨),부산광역시 강서구 신호동 220번지 4호,"부산광역시 강서구 신호산단4로64번길 12, (신호동)",,2012-07-19,19.54,,53.55,,,,,0,0,0,0,0,0
20130149107,꼬꼬네 두마리치킨,일반음식점,통닭(치킨),부산광역시 강서구 지사동 1194번지 12호,"부산광역시 강서구 과학산단로334번길 16, (지사동)",,2013-05-02,10.02,,45.7,,,,,0,0,0,0,0,0
20130149111,봉구비어,일반음식점,통닭(치킨),부산광역시 강서구 명지동 3237번지 12호,"부산광역시 강서구 명지오션시티4로 94, (명지동)",,2013-05-09,12.32,,16.48,,,,,0,0,0,0,0,0
20130149162,억구찜닭,일반음식점,통닭(치킨),부산광역시 강서구 명지동 3260번지 13호,"부산광역시 강서구 명지오션시티8로34번길 8, (명지동)",,2013-07-18,32.56,24.56,,,,,5.74,0,0,0,0,0,0
20130149217,노랑통닭,일반음식점,통닭(치킨),부산광역시 강서구 명지동 3446번지 6호 1층,"부산광역시 강서구 명지국제6로232번길 11, 1층 (명지동)",,2013-10-21,27.1,0,70.51,0,0,3.94,6.36,0,0,0,0,0,0
20130149254,썬더치킨,일반음식점,통닭(치킨),부산광역시 강서구 신호동 232번지 18호,"부산광역시 강서구 신호산단5로 53-1, (신호동)",,2013-12-02,,,,,,,,,,,,,
20130149272,BHC지사점,일반음식점,통닭(치킨),부산광역시 강서구 지사동 1184번지 1호 상가B -113,"부산광역시 강서구 과학산단2로20번길 69, 상가B동 113호 (지사동)",,2013-12-20,12.08,,30.09,,,,,0,0,0,0,0,0
20140149017,"치킨,호프점",일반음식점,통닭(치킨),부산광역시 강서구 대저2동 1557번지,"부산광역시 강서구 공항진입로42번길 20, (대저2동)",051-941-4999,2014-01-23,23.17,,287.02,,,,,0,0,0,0,0,0
20140149092,또래오래 명지신호점,일반음식점,통닭(치킨),부산광역시 강서구 신호동 256번지 1호,"부산광역시 강서구 신호산단1로140번길 8-20, (신호동)",,2014-04-21,19.92,0,18.68,0,0,4.32,0,0,0,0,0,0,0
20140149129,비에이치씨(BHC),일반음식점,통닭(치킨),부산광역시 강서구 명지동 3232번지 322 아인슈타인 타운-304,"부산광역시 강서구 명지오션시티11로 51, (명지동)",051-271-2588,2014-06-10,19.9,,42.36,,,9.15,,0,0,0,0,0,0
20140149131,행복주는포차,일반음식점,통닭(치킨),부산광역시 강서구 명지동 3257번지 1호,"부산광역시 강서구 명지오션시티8로30번길 22-12, (명지동)",,2014-06-12,14.31,,43.52,,,0.8,19.4,0,0,0,0,0,0
20140149133,자가치카,일반음식점,통닭(치킨),부산광역시 강서구 명지동 3261번지 16호,"부산광역시 강서구 명지오션시티8로 39, (명지동)",,2014-06-13,18.02,,68.6,0,0,0,20.1,0,0,0,0,0,0
20140149136,빅스타피자 강서점,일반음식점,통닭(치킨),부산광역시 강서구 신호동 229번지 17호,"부산광역시 강서구 신호산단4로64번길 15, (신호동)",,2014-06-18,12.06,0,54.41,0,0,,3.9,0,0,0,0,0,0
20140149159,꼬꼬아찌명지점,일반음식점,통닭(치킨),부산광역시 강서구 명지동 3237번지 16호,"부산광역시 강서구 명지오션시티4로 82, (명지동, 리치먼프라자 109호)",,2014-07-03,,,,,,,,,,,,,
20140149218,쌀통닭 명지1호점,일반음식점,통닭(치킨),부산광역시 강서구 명지동 3242번지 C4 엘크루블루오션-B114,"부산광역시 강서구 명지오션시티12로 120, C4동 B114호 (명지동, 엘크루블루오션)",,2014-08-20,21.93,,19.47,,,,,0,0,0,0,0,0
20140149295,새벽 해장국,일반음식점,통닭(치킨),부산광역시 강서구 녹산동 546번지 74호,"부산광역시 강서구 낙동남로582번가길 18-7, (녹산동)",051-971-6600,2014-11-05,55,111.8,0,0,0,4.6,14.38,0,0,0,0,0,0
20140149309,BBQ지사점,일반음식점,통닭(치킨),부산광역시 강서구 지사동 1189번지 4호,"부산광역시 강서구 과학산단로334번다길 39, (지사동)",051-953-9281,2014-11-17,8,,13.12,,,,2.1,0,0,0,0,0,0
20140149333,거성치킨 명지점,일반음식점,통닭(치킨),부산광역시 강서구 명지동 3237번지 16호,"부산광역시 강서구 명지오션시티4로 82, 1층 101호 (명지동, 리치먼드프라자)",,2014-11-28,18.06,0,30.93,0,0,0,0,0,0,0,0,0,0
20150149042,맘스터치 신호점,일반음식점,통닭(치킨),부산광역시 강서구 신호동 215번지 허브원-102,"부산광역시 강서구 신호산단2로 21, 102호 (신호동, 허브원)",,2015-02-10,24.4,,30,,,,,0,0,0,0,0,0
20150149043,삼파통닭맥주집,일반음식점,통닭(치킨),부산광역시 강서구 지사동 1190번지 10호 성원빌딩,"부산광역시 강서구 과학산단로334번다길 48, 1층 (지사동, 성원빌딩)",,2015-02-11,12.2,,22.6,,,,,0,0,0,0,0,0
20150149153,썬더치킨 지사점,일반음식점,통닭(치킨),부산광역시 강서구 지사동 1195번지 2호,"부산광역시 강서구 과학산단2로20번길 12, (지사동)",,2015-05-19,19.54,,55.64,,,15.54,,0,0,0,0,0,0
19780150002,노랑통닭,일반음식점,통닭(치킨),부산광역시 연제구 연산동 676번지 50호,"부산광역시 연제구 월드컵대로114번길 4, (연산동)",,1978-04-15,,,32.1,,,,,0,0,0,0,0,0
19810150013,썬,일반음식점,통닭(치킨),부산광역시 연제구 연산동 723번지 12호,"부산광역시 연제구 중앙대로1120번길 14-5, (연산동)",,1981-06-18,,,19.91,,,,,0,0,0,0,0,0
19840150009,미우한우,일반음식점,통닭(치킨),부산광역시 연제구 연산동 603번지 43호,"부산광역시 연제구 반송로 18-8, (연산동)",,1984-02-22,,,23.24,,,,,0,0,0,0,0,0
19860150096,맥시칸통닭,일반음식점,통닭(치킨),부산광역시 연제구 거제동 815번지 62호,"부산광역시 연제구 해맞이로 105-1, (거제동)",,1986-12-16,,,17.8,,,,,0,0,0,0,0,0
19870150073,봉추찜닭연산점,일반음식점,통닭(치킨),부산광역시 연제구 연산동 603번지 5호,"부산광역시 연제구 반송로 24, (연산동)",,1987-07-28,,,93.7,,,,,0,0,0,0,0,0
19880150005,네네치킨,일반음식점,통닭(치킨),부산광역시 연제구 연산동 579번지 35호,"부산광역시 연제구 거제천로230번길 25, (연산동)",,1988-01-19,0,0,22.1,0,0,0,0,0,0,0,0,0,0
19940150012,동키치킨,일반음식점,통닭(치킨),부산광역시 연제구 연산동 1595번지 25호,"부산광역시 연제구 중앙대로1038번길 20, (연산동)",051-852-6004,1994-01-26,,,13,,,,,0,0,0,0,0,0
19970150266,베테랑치킨호프,일반음식점,통닭(치킨),부산광역시 연제구 연산동 488번지 30호,"부산광역시 연제구 과정로132번길 20, (연산동)",,1997-11-18,8.25,0,21.45,0,0,0,0.81,0,0,0,0,0,0
19970150223,처갓집양념통닭,일반음식점,통닭(치킨),부산광역시 연제구 거제동 1013번지 2호,"부산광역시 연제구 아시아드대로46번길 7, (거제동)",,1997-09-30,7.79,,20.5,,,1,,0,0,0,0,0,0
19970150230,녹주치킨 연미점,일반음식점,통닭(치킨),부산광역시 연제구 연산동 2134번지 12호,"부산광역시 연제구 쌍미천로 5, (연산동)",,1997-10-04,15.96,,34.17,,,0.9,,0,0,0,0,0,0
20010150502,교촌치킨연산2호점,일반음식점,통닭(치킨),부산광역시 연제구 연산동 578번지 1호,"부산광역시 연제구 중앙대로 1164, 1층 점포101호 (연산동, 삼익아파트)",,2001-11-28,15.12,0,12.44,0,0,0,0,0,0,0,0,0,0
20020150311,입맛대로 쿡,일반음식점,통닭(치킨),부산광역시 연제구 연산동 635번지 19호,"부산광역시 연제구 고분로 38, (연산동)",051-862-5154,2002-07-04,5.8,,13.6,,,,,0,0,0,0,0,0
20020150356,만나추어탕,일반음식점,통닭(치킨),부산광역시 연제구 연산동 339번지 44호,"부산광역시 연제구 고분로 105, (연산동)",,2002-08-07,5.46,,11.88,,,,,0,0,0,0,0,0
20020150396,맥시칸 치킨,일반음식점,통닭(치킨),부산광역시 연제구 연산동 419번지 8호,"부산광역시 연제구 과정로192번길 8, (연산동)",051-757-0419,2002-09-11,7.77,,8.88,,,,,0,0,0,0,0,0
20020150518,교촌치킨연산3호점,일반음식점,통닭(치킨),부산광역시 연제구 연산동 1872번지,"부산광역시 연제구 연수로 178, (연산동)",,2002-12-13,27.33,,24.15,,,,7,0,0,0,0,0,0
20030150055,부리나치킨,일반음식점,통닭(치킨),부산광역시 연제구 거제동 676번지 67호,"부산광역시 연제구 해맞이로67번길 23, (거제동)",,2003-02-20,11.4,,18,,,,,0,0,0,0,0,0
20030150353,사케노젠,일반음식점,통닭(치킨),부산광역시 연제구 연산동 1244번지 3호,"부산광역시 연제구 월드컵대로145번길 26, (연산동)",051-864-9019,2003-08-25,6.76,,21.56,,,,,0,0,0,0,0,0
20030150397,향촌,일반음식점,통닭(치킨),부산광역시 연제구 연산동 397번지 44호,"부산광역시 연제구 안연로8번길 37, (연산동)",,2003-10-07,7.48,,20.79,,,,,0,0,0,0,0,0
20030150492,썬더치킨(연산1호점),일반음식점,통닭(치킨),부산광역시 연제구 연산동 1811번지 156호,"부산광역시 연제구 연수로 228, (연산동)",,2003-12-17,10.2,,71.4,,,,4,0,0,0,0,0,0
20030150507,종국이두마리치킨,일반음식점,통닭(치킨),부산광역시 연제구 연산동 383번지 24호,"부산광역시 연제구 안연로 5, (연산동)",,2003-12-26,8.69,,9.77,,,,,0,0,0,0,0,0
20040150307,케이닭,일반음식점,통닭(치킨),부산광역시 연제구 거제동 894번지 11호,"부산광역시 연제구 아시아드대로 87, (거제동)",,2004-06-29,16.2,11,9.5,,,,,0,0,0,0,0,0
20050150212,어시장,일반음식점,통닭(치킨),부산광역시 연제구 연산동 57번지 1호,"부산광역시 연제구 토곡남로 6, (연산동)",,2005-08-11,8.84,,15.48,,,,,0,0,0,0,0,0
20060150076,위드앤,일반음식점,통닭(치킨),부산광역시 연제구 연산동 15번지 7호,"부산광역시 연제구 토곡로 38, (연산동)",,2006-03-21,5.52,,18.14,,,,,0,0,0,0,0,0
20060150114,티바두마리치킨,일반음식점,통닭(치킨),부산광역시 연제구 연산동 409번지 28호,"부산광역시 연제구 과정로265번길 67, (연산동)",,2006-04-27,11.65,,10.73,,,4.8,,0,0,0,0,0,0
20060150224,동키치킨,일반음식점,통닭(치킨),부산광역시 연제구 연산동 581번지 4호,"부산광역시 연제구 거제천로 258, (연산동)",051-868-9289,2006-08-18,17.05,,22.7,,,,,0,0,0,0,0,0
20060150258,훌랄라숯불바베큐,일반음식점,통닭(치킨),부산광역시 연제구 연산동 1967번지 3호,"부산광역시 연제구 연수로 125, (연산동)",051-851-9291,2006-09-13,23.92,,73.84,,,,4,0,0,0,0,0,0
20070150075,거제점 굽네치킨,일반음식점,통닭(치킨),부산광역시 연제구 거제동 139번지 10호 벽산상가103호,"부산광역시 연제구 온천천공원길 4, (거제동,벽산상가103호)",,2007-04-03,9.04,,13.07,,,,,0,0,0,0,0,0
20070150131,오븐에꾸운닭,일반음식점,통닭(치킨),부산광역시 연제구 연산동 603번지 7호 한창정보타운 101호,"부산광역시 연제구 고분로13번길 25, (연산동,한창정보타운 101호)",051-205-0581,2007-05-22,15.23,39.98,41.24,,,,,0,0,0,0,0,0
20070150139,토곡점 굽네치킨,일반음식점,통닭(치킨),부산광역시 연제구 연산동 485번지 1호,"부산광역시 연제구 과정로132번길 50, (연산동)",,2007-06-01,14.52,,44.16,,,,,0,0,0,0,0,0
20070150225,BHC치킨 연산토곡점,일반음식점,통닭(치킨),부산광역시 연제구 연산동 410번지 35호,"부산광역시 연제구 고분로 182, (연산동)",,2007-08-14,20.91,,26.19,,,,,0,0,0,0,0,0
20070150237,꾸바꾸바 참숯불바베큐,일반음식점,통닭(치킨),부산광역시 연제구 연산동 15번지 9호,"부산광역시 연제구 토곡로 40, (연산동)",,2007-08-27,12,,26.88,,,,,0,0,0,0,0,0
20070150271,페리카나거제지점,일반음식점,통닭(치킨),부산광역시 연제구 거제동 487번지 8호,"부산광역시 연제구 거제시장로11번길 14, (거제동)",,2007-10-12,11.18,0,11.44,0,0,0,2.6,0,0,0,0,0,0
20080150023,다모아,일반음식점,통닭(치킨),부산광역시 연제구 연산동 57번지 51호,"부산광역시 연제구 토곡남로 9, (연산동)",,2008-02-05,11.05,,44.45,,,,,0,0,0,0,0,0
20080150080,소문난 손 칼국수,일반음식점,통닭(치킨),부산광역시 연제구 연산동 1805번지 4호,"부산광역시 연제구 연수로 236, (연산동)",,2008-04-11,17.08,,52.74,,,16.68,5.3,0,0,0,0,0,0
20080150089,연산2호점굽네치킨,일반음식점,통닭(치킨),부산광역시 연제구 연산동 798번지 1호,"부산광역시 연제구 중앙천로 35, (연산동)",,2008-04-22,11,,30.06,,,,,0,0,0,0,0,0
20080150125,티바두마리치킨,일반음식점,통닭(치킨),부산광역시 연제구 거제동 38번지 24호,,,2008-05-30,,,,,,,,,,,,,
20090150376,땅땅치킨(연산6동점),일반음식점,통닭(치킨),부산광역시 연제구 연산동 2133번지 14호,"부산광역시 연제구 연수로 207, (연산동)",051-861-9292,2009-11-04,12.6,,77.36,,,,4.93,0,0,0,0,0,0
20090150401,연탄초벌구이,일반음식점,통닭(치킨),부산광역시 연제구 연산동 642번지 26호 (1층일부),"부산광역시 연제구 고분로32번길 35, (연산동,(1층일부))",,2009-11-25,4.5,,9.9,,,,,0,0,0,0,0,0
20100150050,경북통닭,일반음식점,통닭(치킨),부산광역시 연제구 거제동 485번지 15호 지상1층,"부산광역시 연제구 거제시장로14번길 17, (거제동,지상1층)",,2010-02-04,4,,16,,,,,0,0,0,0,0,0
20100150143,피자나라 치킨공주,일반음식점,통닭(치킨),부산광역시 연제구 연산동 1072번지 9호 (1층),"부산광역시 연제구 과정로283번나길 35, (연산동,(1층))",,2010-04-22,18,,25.55,,,,,0,0,0,0,0,0
20100150247,맥시칸시청점,일반음식점,통닭(치킨),부산광역시 연제구 연산동 1329번지 3호 지상1층,"부산광역시 연제구 중앙대로 1039, (연산동,지상1층)",,2010-07-01,12.8,,6.72,,,,,0,0,0,0,0,0
20100150384,소주천국,일반음식점,통닭(치킨),부산광역시 연제구 연산동 723번지 9호,"부산광역시 연제구 중앙대로1120번길 24, (연산동)",,2010-10-27,14,,38.92,,,,4.68,0,0,0,0,0,0
20110150002,오꾸닭,일반음식점,통닭(치킨),"부산광역시 연제구 연산동 1505번지 91호 1,2층","부산광역시 연제구 시청로 38, (연산동)",051-863-0206,2011-01-03,24.71,,79.42,,,17.34,9.99,0,0,0,0,0,0
20110150013,안성파닭,일반음식점,통닭(치킨),부산광역시 연제구 연산동 374번지 32호 (2층),"부산광역시 연제구 고분로 141-2, (연산동,(2층))",,2011-01-17,8.74,,40.95,,,,8.97,0,0,0,0,0,0
20110150051,멕시카나 치킨,일반음식점,통닭(치킨),부산광역시 연제구 연산동 366번지 41호,"부산광역시 연제구 과정로278번길 16, (연산동)",,2011-02-23,8.7,,20.11,,,,,0,0,0,0,0,0
20110150119,또래오래,일반음식점,통닭(치킨),부산광역시 연제구 연산동 412번지 11호,"부산광역시 연제구 고분로191번길 7, (연산동)",,2011-04-28,19.61,,31.17,,,,,0,0,0,0,0,0
20110150121,페리카나,일반음식점,통닭(치킨),부산광역시 연제구 연산동 410번지 2호,"부산광역시 연제구 과정로265번길 78, (연산동)",051-753-9992,2011-04-29,5,,10.91,,,,,0,0,0,0,0,0
20110150174,옛날통닭,일반음식점,통닭(치킨),부산광역시 연제구 연산동 619번지 4호,"부산광역시 연제구 고분로31번길 41, (연산동)",051-867-8592,2011-06-21,8.5,,37.52,,,,,0,0,0,0,0,0
20110150218,말뚝,일반음식점,통닭(치킨),부산광역시 연제구 연산동 430번지 7호,"부산광역시 연제구 과정로273번길 7, (연산동)",,2011-07-27,14.62,,25.16,,,,,0,0,0,0,0,0
20120150107,땡큐맘치킨,일반음식점,통닭(치킨),부산광역시 연제구 연산동 579번지 58호,"부산광역시 연제구 거제천로 236, (연산동)",,2012-03-19,11.48,,35.15,,,,2.21,0,0,0,0,0,0
20120150122,썬더치킨,일반음식점,통닭(치킨),부산광역시 연제구 거제동 920번지 9호,"부산광역시 연제구 아시아드대로 44, (거제동)",,2012-04-03,14.3,,63.8,,,,4.68,0,0,0,0,0,0
20120150273,맘스터치 교대점,일반음식점,통닭(치킨),부산광역시 연제구 거제동 79번지 28호,"부산광역시 연제구 교대로 7, 1층 (거제동)",,2012-09-03,14.5,0,46,0,0,0,0,0,0,0,0,0,0
20130150004,닭발로,일반음식점,통닭(치킨),부산광역시 연제구 연산동 481번지 4호,"부산광역시 연제구 고분로 238, 1층 (연산동)",051-759-5520,2013-01-08,11.5,,44.97,,,,,0,0,0,0,0,0
20130150118,노랑통닭 토곡점,일반음식점,통닭(치킨),부산광역시 연제구 연산동 482번지 29호,"부산광역시 연제구 고분로242번길 13, 1층 (연산동)",,2013-04-23,13,,69,,,,,0,0,0,0,0,0
20130150129,치킨삼파원조탕수,일반음식점,통닭(치킨),부산광역시 연제구 연산동 774번지 8호,"부산광역시 연제구 중앙천로 38, 1층 (연산동)",,2013-05-02,21.66,,9.31,,,,,0,0,0,0,0,0
20130150205,비비큐(BBQ),일반음식점,통닭(치킨),부산광역시 연제구 연산동 775번지 44호,"부산광역시 연제구 월드컵대로 27, 1층 (연산동)",051-867-9882,2013-07-19,24,,24,,,,,0,0,0,0,0,0
20130150264,닭발나라,일반음식점,통닭(치킨),부산광역시 연제구 거제동 1번지 28호,"부산광역시 연제구 거제천로 205, 1층 (거제동)",,2013-10-04,9,,32.7,,,,,0,0,0,0,0,0
20130150339,펀펀치킨&매운닭발,일반음식점,통닭(치킨),부산광역시 연제구 거제동 457번지 31호 A,"부산광역시 연제구 거제천로 101, A동 1층 (거제동)",,2013-12-02,2.5,,7.5,,,,,0,0,0,0,0,0
20140150091,김양푸드,일반음식점,통닭(치킨),부산광역시 연제구 연산동 469번지 16호,"부산광역시 연제구 과정로 166, (연산동)",,2014-04-03,6.53,,12.37,,,,,0,0,0,0,0,0
20140150132,교촌치킨(연산4호점),일반음식점,통닭(치킨),"부산광역시 연제구 연산동 367번지 18호 ,1층","부산광역시 연제구 과정로 280-1, 1층 (연산동)",,2014-05-08,11.25,,53.4,,,,,0,0,0,0,0,0
20140150156,네네치킨 시청점,일반음식점,통닭(치킨),부산광역시 연제구 연산동 1638번지 10호 1층,"부산광역시 연제구 중앙대로1038번길 64, 1층 (연산동)",,2014-05-28,13.77,,9.63,,,,,0,0,0,0,0,0
20140150162,장충당 족발,일반음식점,통닭(치킨),부산광역시 연제구 거제동 495번지 20호 1층,"부산광역시 연제구 거제천로 51, 1층 (거제동)",,2014-05-29,11.8,,29,,,,5.6,0,0,0,0,0,0
20140150292,쌀통닭(토곡점),일반음식점,통닭(치킨),부산광역시 연제구 연산동 478번지 2호 상가 리치W아파트-101,"부산광역시 연제구 과정로 162, (연산동)",,2014-09-25,13,,33.63,,,,,0,0,0,0,0,0
20140150368,동근이숯불두마리치킨,일반음식점,통닭(치킨),부산광역시 연제구 연산동 635번지 30호,"부산광역시 연제구 쌍미천로 145, (연산동)",,2014-12-09,8,,8.2,,,,,0,0,0,0,0,0
20150150015,맘스터치,일반음식점,통닭(치킨),부산광역시 연제구 연산동 374번지 38호,"부산광역시 연제구 고분로143번길 3, 1층 (연산동)",,2015-01-16,23.59,,30.12,,,,,0,0,0,0,0,0
20150150060,오성통닭,일반음식점,통닭(치킨),부산광역시 연제구 연산동 1127번지 47호,"부산광역시 연제구 월드컵대로 156, 2층 (연산동)",,2015-03-05,48.66,,271.78,,,,20.06,0,0,0,0,0,0
20150150083,삼파통닭,일반음식점,통닭(치킨),부산광역시 연제구 연산동 476번지 38호,"부산광역시 연제구 고분로247번길 5, (연산동)",,2015-03-20,9.68,,47.53,,,2.67,3.91,0,0,0,0,0,0
20150150126,히야숯불두마리치킨,일반음식점,통닭(치킨),부산광역시 연제구 연산동 341번지 14호,"부산광역시 연제구 연동로13번길 9-1, (연산동)",,2015-04-24,12.39,,7.99,,,,,0,0,0,0,0,0
19840152012,림스치킨,일반음식점,통닭(치킨),부산광역시 수영구 남천동 148번지 5호,"부산광역시 수영구 광안해변로 122, 106호 (남천동, 비치아파트 비상가)",,1984-02-25,7.5,0,19.41,0,0,,0,0,0,0,0,0,0
19860152056,김해통닭,일반음식점,통닭(치킨),부산광역시 수영구 광안동 118번지 15호,"부산광역시 수영구 수영로606번길 7, (광안동)",,1986-08-09,,,10.5,,,,,0,0,0,0,0,0
19860152070,닭묵고 피자묵고,일반음식점,통닭(치킨),부산광역시 수영구 수영동 479번지 21호 1층,"부산광역시 수영구 수미로 54-2, 1층 (수영동)",,1986-09-29,,,18,,,,,0,0,0,0,0,0
19890152095,전주남문토종순대 수영점,일반음식점,통닭(치킨),부산광역시 수영구 광안동 1075번지 1호,"부산광역시 수영구 수영로679번길 15, (광안동)",,1989-09-27,,,57.29,,,,,0,0,0,0,0,0
19920152171,동키치킨,일반음식점,통닭(치킨),부산광역시 수영구 광안동 691번지 8호,"부산광역시 수영구 광서로9번길 3, (광안동)",051-0753-1143,1992-09-09,7.02,,8.85,,,,,0,0,0,0,0,0
19920152055,동키치킨,일반음식점,통닭(치킨),부산광역시 수영구 망미동 430번지 13호,"부산광역시 수영구 과정로 39, (망미동)",,1992-03-21,9,,14.5,,,,,0,0,0,0,0,0
19930152200,동키치킨,일반음식점,통닭(치킨),부산광역시 수영구 망미동 826번지 90호,"부산광역시 수영구 연수로275번길 6, (망미동)",,1993-07-12,8.36,,11,,,,,0,0,0,0,0,0
19940152174,처갓집(양념치킨),일반음식점,통닭(치킨),부산광역시 수영구 망미동 255번지 35호,"부산광역시 수영구 구락로 85-2, (망미동)",,1994-06-09,7.03,,8.88,,,,1.68,0,0,0,0,0,0
19940152190,부로이라촌,일반음식점,통닭(치킨),부산광역시 수영구 남천동 255번지,"부산광역시 수영구 수영로384번길 19, (남천동)",,1994-06-15,1.8,,16.75,,,,,0,0,0,0,0,0
19940152219,수라찜닭,일반음식점,통닭(치킨),부산광역시 수영구 남천동 30번지 24호,"부산광역시 수영구 남천바다로10번길 48, (남천동)",051-632-4443,1994-06-27,16.24,,55.92,10.36,,0.99,7,0,0,0,0,0,0
19940152055,동키치킨,일반음식점,통닭(치킨),부산광역시 수영구 광안동 76번지 2호,"부산광역시 수영구 감포로 89, (광안동)",051-753-0412,1994-03-11,4.67,,10.86,,,,,0,0,0,0,0,0
19950152082,치킨 홈 닭짱,일반음식점,통닭(치킨),부산광역시 수영구 수영동 451번지 8호,"부산광역시 수영구 연수로401번길 5, (수영동)",051-754-1131,1995-03-25,3.4,,17.6,,,,,0,0,0,0,0,0
19960152146,지코바숯불양념치킨,일반음식점,통닭(치킨),부산광역시 수영구 민락동 165번지 14호,"부산광역시 수영구 광남로 200, (민락동)",,1996-05-21,,,17.85,,,,,0,0,0,0,0,0
19960152387,지코바숯불치킨,일반음식점,통닭(치킨),부산광역시 수영구 광안동 693번지 10호,"부산광역시 수영구 광서로 18, (광안동)",,1996-08-07,9.64,,19.36,,,,,0,0,0,0,0,0
19970152141,부산통닭,일반음식점,통닭(치킨),부산광역시 수영구 남천동 77번지 22호,"부산광역시 수영구 수영로383번길 14-6, (남천동)",,1997-05-26,2.7,,11.34,,,,1,0,0,0,0,0,0
19970152307,처갓집양념통닭,일반음식점,통닭(치킨),부산광역시 수영구 망미동 831번지 26호,"부산광역시 수영구 연수로263번길 4, 1층 (망미동)",,1997-11-30,,,30.09,,,,,0,0,0,0,0,0
19970152235,꼬꼬아찌,일반음식점,통닭(치킨),부산광역시 수영구 광안동 494번지 7호,"부산광역시 수영구 광일로 18, (광안동)",051-756-1335,1997-09-18,4.16,,15.04,,,,1.08,0,0,0,0,0,0
19980152180,빨간병아리,일반음식점,통닭(치킨),부산광역시 수영구 광안동 51번지 8호 9블럭 1층,"부산광역시 수영구 수영로 690-11, 1층 (광안동, 9블럭)",,1998-08-12,5.07,,24.59,,,2.34,,0,0,0,0,0,0
19980152028,칠성통닭,일반음식점,통닭(치킨),부산광역시 수영구 광안동 496번지 29호 (1층),"부산광역시 수영구 광일로29번길 5, 1층 (광안동)",051-756-4633,1998-02-23,4.98,,10.89,,,,1.9,0,0,0,0,0,0
19990152039,썬더치킨,일반음식점,통닭(치킨),부산광역시 수영구 수영동 304번지 2호,"부산광역시 수영구 수영로725번길 24, (수영동)",,1999-03-12,22.14,,36.66,,,,,0,0,0,0,0,0
19990152441,교촌치킨 민락점,일반음식점,통닭(치킨),부산광역시 수영구 민락동 165번지 15호 1층,"부산광역시 수영구 광남로 196-1, 1층 (민락동)",,1999-12-09,10.14,8.1,50.84,,,,1.85,0,0,0,0,0,0
20010152271,호호불닭발,일반음식점,통닭(치킨),부산광역시 수영구 광안동 77번지 5호,"부산광역시 수영구 감포로 83, (광안동)",051-758-5880,2001-07-16,16.44,,47.46,,,2.7,,0,0,0,0,0,0
20000152151,지코바숯불양념치킨,일반음식점,통닭(치킨),부산광역시 수영구 망미동 824번지 3호,"부산광역시 수영구 연수로 262, (망미동)",,2000-05-24,11.88,,20.51,,,,,0,0,0,0,0,0
20000152306,이디야 광안비치점,일반음식점,통닭(치킨),부산광역시 수영구 남천동 3번지 37호,"부산광역시 수영구 남천바다로 38-1, (남천동)",,2000-10-11,10,,62.8,,,,,0,0,0,0,0,0
20010152156,처갓집양념통닭,일반음식점,통닭(치킨),부산광역시 수영구 광안동 537번지 2호,"부산광역시 수영구 광일로29번가길 55, (광안동)",051-759-1408,2001-05-18,6.29,,9.8,,,,,0,0,0,0,0,0
20010152329,투윙 닭강정,일반음식점,통닭(치킨),부산광역시 수영구 수영동 24번지 4호 1층,"부산광역시 수영구 수영로705번길 26, 1층 (수영동)",,2001-08-14,6.29,,22.18,,,,1.08,0,0,0,0,0,0
20010152336,꾸바꾸바,일반음식점,통닭(치킨),부산광역시 수영구 남천동 276번지 2호 외1필지,"부산광역시 수영구 수영로384번길 38-1, (남천동)",,2001-08-21,8.8,0,30,0,0,0,7.2,0,0,0,0,0,0
